"Instructions: In this dataset, we consider subsentences with idioms (e.g., ""They got our feet wet"") that are ambiguous between literal and figurative interpretations. We are asking you to translate two sentences containing the subsentence, one that is literal and one that is figurative. The translation of the figurative sentence should translate the meaning of the idiom, rather than translating it literally. For instance, you would say ""They got familiar with"" in your target language. If there is an equivalent idiom in the target language (same meaning AND same surface form), you can use it and select the top checkbox for Equivalent Idiom (ignore the second one, we cannot systematically delete it). If there is a corresponding idiom with a different surface form, you may use it for the figurative translation, and you do not need to indicate anything extra. If the original source sentence has serious fluency/coherence issues and/or there is no natural translation, you may select the Nonsensical checkbox and skip the translation.
a whale of,very big (piece) of something,fig,We [[had a whale of a time]] at the amusement park,我们在游乐园[[玩得很开心]],,FALSE,FALSE,FALSE
,,lit,The marine biologist [[had a whale of a time]] studying the humpback's behavior,海洋生物学家[[有了一只鲸鱼]]以研究座头鲸的行为,,FALSE,FALSE,FALSE
a whole new ball game,a significant change in circumstances.,fig,"After the company's merger, [[it's a whole new ball game]] for the employees",公司合并后，对员工来说[[变化巨大]],,FALSE,FALSE,FALSE
,,lit,"When they switched from soccer to baseball, [[it's a whole new ball game]] for the players",对这些球员来说，当从足球转成棒球后，[[比赛类型是全新的]],,FALSE,FALSE,FALSE
a witch hunt,an attempt to find and punish people whose opinions are unpopular and who are said to be a danger to society,fig,The company [[started a witch hunt]] to find the person responsible for the leak,该公司[[展开了一场有针对性的清洗]]，以找到泄密事件的责任人,,FALSE,FALSE,FALSE
,,lit,"During the historical reenactment, they [[started a witch hunt]] to portray the events accurately",他们[[搜捕女巫]]以准确重现历史事件,,FALSE,FALSE,FALSE
Achilles heel,a vulnerable spot or weakness,fig,"Despite his intelligence, procrastination was [[his Achilles heel]]",尽管他很聪明，拖延是他的[[致命弱点]],,FALSE,FALSE,FALSE
,,lit,"During the anatomy class, we studied [[his Achilles heel]] and its function",在解剖课上，我们研究了[[他的跟腱]]及其作用,,FALSE,FALSE,FALSE
acid test,a test that proves a hypothesis or validity of a product or idea,fig,Moving in together was [[the acid test for their relationship]] to see if they could handle living with each other,同居是对他们关系的[[关键考验]]，看他们能否适应和彼此生活,,FALSE,FALSE,FALSE
,,lit,The chemistry lab experiment was [[the acid test for their relationship]] as they had to work together to determine the pH of various solutions,这个化学实验是对它们的[[酸度测试]]，因为它们一同决定溶液的pH值,,FALSE,FALSE,FALSE
across the board,applying to everyone,fig,The company saw [[improvements across the board]] after implementing new strategies,实施新战略后，公司[[全面改善]],,FALSE,FALSE,FALSE
,,lit,The chess master made [[improvements across the board]] by adjusting the positions of his pieces,棋手通过改变棋子位置[[获得在棋盘上的优势]],,FALSE,FALSE,FALSE
add fuel to the flames,"an action, whether verbal or physical that makes a bad situation even worse",fig,"By spreading rumors, [[they added fuel to the flames]] of the ongoing conflict",他们通过散步谣言对现有的冲突[[火上浇油]],,FALSE,TRUE,FALSE
,,lit,"To keep the bonfire going, [[they added fuel to the flames]] by throwing more wood",为了让篝火继续燃烧，他们[[往火里扔了更多木头当燃料]],,FALSE,FALSE,FALSE
against the clock,in a great hurry to finish something before a particular time,fig,"With the deadline approaching, we [[were racing against the clock]] to finish the project",当截止日期临近，我们在[[和时间赛跑]]以完成项目,,FALSE,TRUE,FALSE
,,lit,"In the unique competition, participants [[were racing against the clock]] by trying to outrun a giant clock on wheels",在一个特别的竞赛中，参赛者[[和钟赛跑]]，试图超过一个有轮子的巨大钟表,,FALSE,FALSE,FALSE
against the grain,a difficult path to be followed,fig,His decision to quit his job was [[going against the grain]] of his family's expectations,他辞职的决定[[违背]]了他家人的期望,,FALSE,FALSE,FALSE
,,lit,"When sanding wood, [[going against the grain]] can cause scratches and damage",打磨木材时，[[逆着纹路打磨]]会造成划伤及损坏,,FALSE,FALSE,FALSE
ahead of the curve,better than others,fig,"By constantly learning new skills, she [[was staying ahead of the curve]] in her industry",不断学习新技能使得她在行业中[[处于领先地位]],,FALSE,FALSE,FALSE
,,lit,The race car driver [[was staying ahead of the curve]] by maintaining a lead on the track,在赛道中的领先使得赛车手能[[在弯道中占先]],,FALSE,FALSE,FALSE
ahead of the pack,more successful than other people who are trying to achieve the same things,fig,"By consistently innovating, the company is [[staying ahead of the pack]] in the industry",持续创新使得公司在行业中[[一骑绝尘]],,FALSE,FALSE,FALSE
,,lit,"During the marathon, the lead runner was [[staying ahead of the pack]] of other runners",在马拉松比赛中，领跑者[[持续跑在一大群跑者之前]],,FALSE,FALSE,FALSE
air their dirty laundry,to make public something embarrassing that should be kept secret,fig,"During the family reunion, [[they aired their dirty laundry]] in front of everyone",在家庭重聚时，他们在大家面前[[揭露了他们所有丑事]],,FALSE,FALSE,FALSE
,,lit,[[They aired their dirty laundry]] outside on the clothesline,他们在晾衣绳上[[晾脏衣服]],,FALSE,FALSE,FALSE
all ears,saying that you are all ears means the other person has got your full attention in terms of listening to him,fig,"When she started telling her story, I promised to [[be all ears]]",当她开始讲她的故事时，我保证[[洗耳恭听]],,FALSE,FALSE,FALSE
,,lit,"In the surreal art exhibit, the walls appeared to [[be all ears]]",在超现实艺术展中，墙上看起来[[全是耳朵]],,FALSE,FALSE,FALSE
all Greek to me,used to convey that you cannot understand what is being said or written,fig,"When he started talking about quantum physics, [[it's all Greek to me]]",当他开始谈论量子物理时，对我像[[听天书一样]],,FALSE,FALSE,FALSE
,,lit,"Since I don't understand the language, when I read the Greek newspaper, [[it's all Greek to me]]",因为我不懂这语言，当我看希腊报纸时，它们就是[[一堆希腊字母]],,FALSE,FALSE,FALSE
all the rage,when something is the height of popularity,fig,"In the 90s, [[the new fashion trend was all the rage]] among teenagers",在90年代，[[新时尚潮流在青少年中风靡一时]],,FALSE,FALSE,FALSE
,,lit,"When the store ran out of stock, [[the new fashion trend was all the rage]] as customers angrily demanded more",当商店存货不足，客户愤怒地要求更多供货，[[最新的时髦货成为愤怒焦点]],,FALSE,FALSE,FALSE
all the way up,"Literally refers to ascending a mountain or cliff, or navigating a river to a specific terminal point.",fig,Her career [[went all the way up]] after she landed a major role in a blockbuster movie,在她在大片出演主角后，职业生涯[[平步青云]],,FALSE,FALSE,FALSE
,,lit,The elevator [[went all the way up]] to the top floor of the building,电梯[[向上通向]]大楼的最顶层,,FALSE,FALSE,FALSE
an item,be involved in a romantic relationship,fig,"After months of dating, they finally [[became an item]] and made their relationship official",几个月的约会后，他们终于[[正式交往]]，公开了他们的关系,,FALSE,FALSE,FALSE
,,lit,"In the virtual reality game, the player's avatar [[became an item]] to be collected by others",在虚拟现实游戏里，玩家的头像变成一个别人可收集的[[物品]],,FALSE,FALSE,FALSE
ants in pants,be extremely restless,fig,He [[had ants in his pants]] and couldn't focus on the presentation,他[[焦躁不安]]，不能专心于演讲,,FALSE,FALSE,FALSE
,,lit,"While picnicking, he accidentally sat on an anthill and [[had ants in his pants]]",野餐时，他不小心坐在蚁丘上，[[裤子里有蚂蚁]],,FALSE,FALSE,FALSE
apple polisher,a flatterer; toady,fig,He got the promotion by [[being an apple polisher]] and constantly flattering the boss,他升迁是靠做一个[[谄媚小人]]，不断奉承老板而来,,FALSE,FALSE,FALSE
,,lit,She took up the job of [[being an apple polisher]] at the fruit market,她做起了在水果市场[[擦拭苹果]]的工作,,FALSE,FALSE,FALSE
apples to apples,having a fair comparison between the two things,fig,"To make a fair judgment, we need [[to compare apples to apples]] in this situation",在这种情况下，我们要[[同类相比]]，以做出公平判断,,FALSE,FALSE,FALSE
,,lit,"In the fruit market, we had [[to compare apples to apples]] to find the best quality",在水果市场，我们需[[比较一些苹果]]来找到质量最好的,,FALSE,FALSE,FALSE
arm in arm,to be closely allied,fig,The two companies [[walked arm in arm]] in their joint venture,两家公司成立合资企业，[[携手发展]],,FALSE,FALSE,FALSE
,,lit,"The couple [[walked arm in arm]] down the street, enjoying the evening",这对情侣[[挽着胳膊走]]在街上，享受夜晚,,FALSE,FALSE,FALSE
as far as,to the extent of something,fig,His influence extends [[as far as the eye can see]] in the business world,他的商界影响力[[遍布各个角落]],,FALSE,FALSE,FALSE
,,lit,The vast desert stretched out [[as far as the eye can see]],广袤的沙漠延伸到[[目之所及的地方]],,FALSE,FALSE,FALSE
as long as,to put condition of time on an action,fig,His patience was [[as long as the rope]] when dealing with difficult customers,他和难缠顾客打交道时，[[很有]]耐心,,FALSE,FALSE,FALSE
,,lit,The snake was [[as long as the rope]] lying next to it,蛇躺在绳子边上，[[和它一样长]],,FALSE,FALSE,FALSE
asked for the moon,ask for something that is very difficult or impossible to get,fig,He [[asked for the moon]] when he requested a million-dollar salary,他要求百万年薪是[[天方夜谭]],,FALSE,FALSE,FALSE
,,lit,"The child, fascinated by astronomy, playfully [[asked for the moon]] as a birthday gift",喜欢天文学的孩子淘气地[[要月亮]]作为生日礼物,,FALSE,FALSE,FALSE
asleep at the switch,failing to attend to one's responsibilities or duties,fig,The manager was [[asleep at the switch]] when the crisis occurred,危机发生时，经理[[玩忽职守]],,FALSE,FALSE,FALSE
,,lit,The train operator fell [[asleep at the switch]] during his break,火车操控员在休息时[[在操控杆旁睡着]],,FALSE,FALSE,FALSE
asleep at the wheel,"when someone is not sufficiently attentive, especially at a critical moment when vigilance is required",fig,The manager was [[asleep at the wheel]] when the company lost a major client,当公司失去一个主要客户时，经理[[没有警惕]],,FALSE,FALSE,FALSE
,,lit,He was so exhausted that he fell [[asleep at the wheel]] while driving,他太累了以至于开车时[[在方向盘上睡着]],,FALSE,FALSE,FALSE
at an arm's length,as far away from your body as possible,fig,She [[kept it at an arm's length]] to avoid getting too involved in the situation,她[[尽可能远离它]]以免过度牵扯进这状况,,FALSE,FALSE,FALSE
,,lit,He [[kept it at an arm's length]] to prevent the paint from smudging his clothes,他[[与它保持一臂之隔]]以防颜料弄脏他的衣服,,FALSE,FALSE,FALSE
at daggers drawn,almost ready to fight,fig,The two politicians were [[at daggers drawn with each other]] during the debate,两个政客在辩论时[[针锋相对]],,FALSE,TRUE,FALSE
,,lit,The actors were [[at daggers drawn with each other]] during the stage fight scene,两个演员在舞台上的打斗场景中[[用短刀对着对方]],,FALSE,FALSE,FALSE
at the bottom of the ladder,"occupying the lowest, most basic position in a given group",fig,[[She started at the bottom of the ladder]] in the company and worked her way up,她在公司[[从底层开始打拼]]并一路向上,,FALSE,FALSE,FALSE
,,lit,"Before climbing, [[she started at the bottom of the ladder]] and checked each rung for stability",在攀登前，她[[从梯子底部开始]]，检查每个阶梯的稳定性,,FALSE,FALSE,FALSE
at the drop of a dime,something that can happen very fast without hesitation,fig,Our team is always [[ready at the drop of a dime]] to tackle any challenge,我们队[[随时准备好]]解决任何挑战,,FALSE,FALSE,FALSE
,,lit,The coin collector was [[ready at the drop of a dime]] to catch the rare coin,硬币收集者已[[为银币的掉落准备好]]，以抓到这稀有的硬币,,FALSE,FALSE,FALSE
at the drop of the hat,to do something easily and without any preparation,fig,She was always [[ready at the drop of a hat]] to help her friends,她一直[[随时准备好]]帮助她的朋友,,FALSE,FALSE,FALSE
,,lit,"As a professional hat catcher, he was [[ready at the drop of a hat]] to catch any falling hats",作为一个专业的接帽子的人，他[[准备好在帽子掉下时]]抓住下落的帽子,,FALSE,FALSE,FALSE
at the helm,"in charge of an organization, group of people, etc.",fig,"She was [[at the helm of the project]], guiding the team to success",她[[掌舵]]这个项目，带领团队走向成功,,FALSE,TRUE,FALSE
,,lit,"The captain stood [[at the helm of the project]], steering the ship through the storm",船长[[在舵旁]]站着，操纵船穿越风暴,,FALSE,FALSE,FALSE
ate her alive,to criticize someone severely because you are angry with them,fig,The guilt of lying to her best friend [[it ate her alive]] for days,对她朋友撒谎的罪恶感让她几天[[彷徨不安]],,FALSE,FALSE,FALSE
,,lit,"In the horror movie, the monster found her hiding spot and [[it ate her alive]]",在恐怖电影里，怪兽发现了她的藏身之处并[[生吞]]了她,,FALSE,FALSE,FALSE
axe to grind,have a private or selfish reason for doing something,fig,He [[had an axe to grind]] with his coworker after the disagreement,他在和同事争论之后[[心怀鬼胎]],,FALSE,FALSE,FALSE
,,lit,The lumberjack [[had an axe to grind]] before chopping down the tree,伐木工人在砍树之前要[[磨斧头]],,FALSE,FALSE,FALSE
back against the wall,to be in a tough situation with limited options,fig,"With no other options left, [[he had his back against the wall]] and had to make a decision",在选择耗尽后，他[[被逼到墙角]]，必须做出抉择,,FALSE,TRUE,FALSE
,,lit,[[He had his back against the wall]] while waiting for the elevator,他在等电梯时把[[背靠着墙壁上]],,FALSE,FALSE,FALSE
back the wrong horse,to make the wrong decision and support a person or action that is later unsuccessful,fig,[[She backed the wrong horse]] when she supported the losing candidate,她[[站错了队]]，支持了失败的候选人。,,FALSE,FALSE,FALSE
,,lit,"At the racetrack, [[she backed the wrong horse]] and lost her bet",她在赛马场[[押注了错误的马匹]]，因而输掉了赌注。,,FALSE,FALSE,FALSE
backroom boy(s),people who work in anonymity,fig,The company's success was largely due to [[the backroom boys]] who worked tirelessly behind the scenes,对于这家公司的成功，那些[[幕后工作者们]]功不可没，他们在幕后不知疲倦地工作。,,FALSE,FALSE,FALSE
,,lit,"In the storage area, [[the backroom boys]] were busy organizing and restocking shelves",[[后勤人员]]正在储藏区辛苦地整理和填充货架。,,FALSE,FALSE,FALSE
bad egg,someone who fails to meet expectations,fig,"Despite his charming demeanor, he [[turned out to be a bad egg]] in the company",尽管他的行为举止很有魅力，[[事实证明他不]]是公司的一名[[称职]]员工。,,FALSE,FALSE,FALSE
,,lit,The carton of eggs we bought [[turned out to be a bad egg]] when we cracked it open,当我们把买来的鸡蛋敲开时，[[发现它们变质了]]。,,FALSE,FALSE,FALSE
ball and chain,a burden or problem that ties you down and prevents you from doing what you want,fig,He felt like he [[was carrying a ball and chain]] with his overwhelming responsibilities,他感觉自己就像[[身背千钧重负]]，因为他肩负了太多责任。,,FALSE,TRUE,FALSE
,,lit,The prisoner [[was carrying a ball and chain]] as a part of his punishment,这名囚犯身负[[铁球和铁链]]，作为对他惩罚的一部分。,,FALSE,FALSE,FALSE
bare bones,most basic and important elements or facts,fig,"During the meeting, she [[presented the bare bones]] of the project plan",她在会议中[[展示了]]项目计划的[[精髓]]。,,FALSE,FALSE,FALSE
,,lit,The archaeologist [[presented the bare bones]] of the ancient skeleton,考古学家[[展示了]]古代尸骸的[[裸露的骨头]]。,,FALSE,FALSE,FALSE
bark up the wrong tree,waste one's efforts by pursuing the wrong thing or path,fig,Accusing her of stealing the documents [[was barking up the wrong tree]],对她盗窃文档的指控是[[南辕北辙]]的。,,FALSE,TRUE,FALSE
,,lit,"The confused dog [[was barking up the wrong tree]], as the squirrel had already moved to another one",那条迷惑的狗[[正朝着错误的树狂吠]]，因为那只松鼠已经跑到另一棵树上了。,,FALSE,FALSE,FALSE
bats in the belfry,to be silly and slightly crazy and behave in a confused way,fig,His wild theories and peculiar behavior made others think he [[had bats in the belfry]],他那些荒诞的理论和奇怪的举止令人觉得他[[脑子进水了]]。,,FALSE,TRUE,FALSE
,,lit,The old church tower [[had bats in the belfry]] that flew out at dusk,那幢老教堂的[[钟楼里有一些蝙蝠]]，它们会在黄昏时飞走。,,FALSE,FALSE,FALSE
batten down the hatches,to get ready for trouble,fig,"When the company announced layoffs, employees had [[to batten down the hatches]] and prepare for the worst",当公司宣布裁员时，员工们需要[[做好心理准备]]，并做好最坏的打算。,,FALSE,FALSE,FALSE
,,lit,"As the storm approached, the sailors rushed [[to batten down the hatches]] on the ship",当风暴接近时，水手们忙着去[[钉上]]船上的[[扣板并密闭舱口]]。,,FALSE,FALSE,FALSE
baying for blood,want somebody to be hurt or punished.,fig,The angry mob was [[baying for blood]] after the politician's scandal,由于政客的丑闻，愤怒的暴徒[[期望其接受惩罚]]。,,FALSE,FALSE,FALSE
,,lit,The pack of hungry wolves was [[baying for blood]] as they hunted their prey,一群饿狼在寻找猎物，它们[[喊出对鲜血的渴望]]。,,FALSE,FALSE,FALSE
be on a collision course,doing or saying things which are certain to cause a serious disagreement or a fight between them.,fig,Their opposing political views put them [[on a collision course with each other]],对立的政治观念让他们[[势如水火]]。,,FALSE,TRUE,FALSE
,,lit,"The two ships, sailing at full speed, were [[on a collision course with each other]]",两艘船正[[在即将相撞的航线上]]全速行驶。,,FALSE,FALSE,FALSE
beat around the bush,avoid talking about the main topic,fig,"If you have something to say, just [[stop beating around the bush]] and tell me",你有话直说，不要[[东拉西扯]]。,,FALSE,TRUE,FALSE
,,lit,"If you want to trim the garden, [[stop beating around the bush]] and start cutting it",如果你想修剪花园，就开始给那些[[灌木]]剪枝吧，[[别再捶打它们了]]。,,FALSE,FALSE,FALSE
beat the drum,to speak eagerly about something you support,fig,He tirelessly [[beat the drum for the cause]] to raise awareness about climate change,他孜孜不倦地为唤醒大家对气候变化的意识而[[大声疾呼]]。,,FALSE,TRUE,FALSE
,,lit,The musician [[beat the drum for the cause]] during the charity concert,这名音乐工作者在慈善音乐会中负责[[敲鼓]]。,,FALSE,FALSE,FALSE
bee in bonnet,be possessed with one thought or scheme,fig,She [[had a bee in her bonnet]] about the new policy changes,她对新的政策变化[[耿耿于怀]]。,,FALSE,TRUE,FALSE
,,lit,"During the picnic, she accidentally [[had a bee in her bonnet]] and panicked",在野餐时，[[一只]]意外[[出现在她帽子里的蜜蜂]]使她感到惊慌。,,FALSE,FALSE,FALSE
been tailor made,specially made for a particular purpose,fig,The job opportunity [[has been tailor made]] for her skills and experience,这个工作机会是为她的技能和经验[[量身定做]]的。,,FALSE,TRUE,FALSE
,,lit,The suit [[has been tailor made]] to fit his measurements perfectly,这套西装[[是裁衣匠]]根据他的尺寸[[量身定做的]]。,,FALSE,FALSE,FALSE
begun to see the light,to suddenly begin to understand,fig,"After hours of studying, he finally [[began to see the light]] and understood the concept",经过了数小时的学习，他终于[[看到了曙光]]，弄懂了那个概念。,,FALSE,FALSE,FALSE
,,lit,"As the sun rose, she [[began to see the light]] streaming through the window",当太阳升起来时，她[[开始看到阳光]]穿过窗户照射进来。,,FALSE,FALSE,FALSE
behind closed doors,in clandestine,fig,The board members discussed the matter [[behind closed doors]] to maintain confidentiality,出于保密原因，董事会成员们[[秘密地]]讨论了这项事宜。,,FALSE,FALSE,FALSE
,,lit,"They stood [[behind closed doors]] while discussing the matter, as the room was too noisy",外面房间太吵了，所以他们[[关起门来]]对这项事宜进行了讨论。,,FALSE,FALSE,FALSE
being bouncing off the walls,excited and full of nervous energy,fig,The kids were [[bouncing off the walls]] after eating too much candy,孩子们在吃了太多糖果后[[欢呼雀跃]]。,,FALSE,TRUE,FALSE
,,lit,The rubber ball kept [[bouncing off the walls]] in the small room,橡胶球在小房间的[[墙壁间]]不停地[[弹跳]]。,,FALSE,FALSE,FALSE
bend over backwards,do all in one's power (usually to achieve something or accommodate somebody),fig,I always [[bend over backwards for them]] to make sure they're happy,为了确保他们快乐，我总是[[全力以赴]]。,,FALSE,TRUE,FALSE
,,lit,"During the yoga class, we had to [[bend over backwards for them]] to demonstrate the pose",在瑜伽课上，我们通过[[向后折叠身体]]来演示这个动作。,,FALSE,FALSE,FALSE
bent out of shape,to become angry.,fig,He [[got bent out of shape]] when he found out his favorite band was sold out,听说喜爱的乐队票卖光了，他[[勃然大怒]]。,,FALSE,TRUE,FALSE
,,lit,The metal rod [[got bent out of shape]] after the car accident,那根金属杆在车祸中被撞得[[弯曲变了形]]。,,FALSE,FALSE,FALSE
bent your ears,to talk to someone for a very long time about something boring,fig,The speaker [[bent their ears]] with his captivating stories,演讲者用他精彩的故事[[征服了听众]]。,,FALSE,FALSE,FALSE
,,lit,The strong wind [[bent their ears]] as they walked through the storm,在穿越风暴时，狂风[[吹弯了他们的耳朵]]。,,FALSE,FALSE,FALSE
bet on the wrong horse,support a person or thing that ultimately fails,fig,[[She bet on the wrong horse]] when she chose to invest in that failing company,当她选择投资那个即将倒闭的公司时，[[她押错了宝]]。,,FALSE,TRUE,FALSE
,,lit,"At the racetrack, [[she bet on the wrong horse]] and lost her money",在赛马场，[[她押注了错误的马匹]]，输了她的赌注。,,FALSE,FALSE,FALSE
between a rock and a hard place,having two very bad choices,fig,He was [[caught between a rock and a hard place]] when he had to choose between his job and his family,他在工作和家庭之间[[难以取舍]]。,,FALSE,FALSE,FALSE
,,lit,"While hiking, she found herself [[caught between a rock and a hard place]] in a narrow passage",在徒步时，她在一个狭窄的通道里[[被一块岩石和一条困难的路径卡住了]]。,,FALSE,FALSE,FALSE
between you and me,a secret to be kept between two people,fig,"[[Between you and me, there's a secret]] that I can't share with anyone else",[[我俩之间有个]]不可告人的[[秘密]]。,,FALSE,FALSE,FALSE
,,lit,"He placed a mysterious box [[between you and me, there's a secret]] hidden inside it",他把一个神秘的盒子放[[在]]了[[咱俩之间]]，其中藏着一个秘密。,,FALSE,FALSE,FALSE
beyond the veil,"In an inexplicable or concealed place or condition, especially the mysterious state of existence after death.",fig,The psychic claimed [[she looked beyond the veil]] and communicated with spirits,那位通灵者称[[她揭开了神秘的面纱]]并与灵魂进行了交流。,,FALSE,TRUE,FALSE
,,lit,"Standing in front of the window, [[she looked beyond the veil]] and saw the beautiful garden",[[她]]站在窗前[[透过纱窗]]看到了美丽的花园。,,FALSE,FALSE,FALSE
big brother,A large organization or government agency that tries to control all aspects of human life and society.,fig,"With the new surveillance system, we felt like we were being [[watched by big brother]]",随着全新监控系统的出现，我们感觉[[被老大哥监视了]]。,,FALSE,TRUE,FALSE
,,lit,"As the younger sibling, she was always [[watched by big brother]] during their childhood",作为妹妹，她在童年时总是[[被哥哥看护着]]。,,FALSE,FALSE,FALSE
big cheese,to be an important and successful individual,fig,"In the company, he's [[the big cheese]] and everyone respects him",他是公司的[[重要人物]]，所有人都很尊重他。,,FALSE,FALSE,FALSE
,,lit,"At the cheese festival, they displayed [[the big cheese]] weighing over 100 pounds",在奶酪节上，他们展示了超过100磅重的[[巨大奶酪]]。,,FALSE,FALSE,FALSE
big gun,a very powerful individual,fig,"To solve the complex problem, we had [[to bring in the big gun]] from the head office",为解决这个复杂问题，我们需要从总部办公室[[请来强力外援]]。,,FALSE,FALSE,FALSE
,,lit,"To defend the fort, they had [[to bring in the big gun]] from the armory",为了防守要塞，他们需要从军火库[[拿来重枪]]。,,FALSE,FALSE,FALSE
big mouth,someone who talks too much,fig,"He can't keep a secret, he [[has a big mouth]]",他无法保守秘密，因为他[[是个大嘴巴]]。,,FALSE,TRUE,FALSE
,,lit,The hippopotamus [[has a big mouth]] to consume large amounts of food,河马[[有很大的嘴巴]]可以吃大量食物。,,FALSE,FALSE,FALSE
bigger fish to fry,"to have other, more important things to do.",fig,"I can't focus on this minor issue, [[I have bigger fish to fry]] at work",我无法集中精力处理这件小事，因为[[我]]在工作中[[有更重要的事情需要处理]]。,,FALSE,FALSE,FALSE
,,lit,"I can't cook these small ones now, [[I have bigger fish to fry]] for the dinner party",我现在不能烹饪这些小菜，因为要准备这场晚宴，[[我有更大的鱼要煎]]。,,FALSE,FALSE,FALSE
bite head off,overreact in an angry or harsh way,fig,She was so angry that she [[bit his head off]] when he tried to explain,,,TRUE,FALSE,FALSE
,,lit,The snake [[bit his head off]] when he got too close to its nest,,,TRUE,FALSE,FALSE
bite off more than one can chew,"to try to do something that is too difficult for you, or more than you can manage",fig,"By accepting too many projects at once, [[he bit off more than he could chew]]",,,TRUE,FALSE,FALSE
,,lit,[[He bit off more than he could chew]] when he tried to eat the whole sandwich in one bite,,,TRUE,FALSE,FALSE
bite the hand that feed,to turn against someone who has been a benefactor in the past,fig,"By criticizing her mentor, she [[bit the hand that fed]] her",,,TRUE,FALSE,FALSE
,,lit,The untrained dog [[bit the hand that fed]] him,,,TRUE,FALSE,FALSE
bits and pieces,miscellaneous small objects,fig,"After the meeting, [[we gathered the bits and pieces]] of information to create a report",,,TRUE,FALSE,FALSE
,,lit,"Following the vase's shattering, [[we gathered the bits and pieces]] from the floor",,,TRUE,FALSE,FALSE
